record_number,record_type,business_name,address,expiration_date,status,notes,disciplinary_action,Unnamed: 8,program_type,license_category,license_class,source_file,home_delivery,latitude,longitude,geocode_status,geocode_precision,geocode_source
AU-G-B-000242,Class B Marihuana Grower - License,Wilder Pharms,"4401 Ace Commercial CT Bldg, Bay City MI 48706",01/06/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,43.628111800006,-83.878363307509,success,address,arcgis
AU-G-B-000237,Class B Marihuana Grower - License,"Express Two N, Inc.","3896 Crooked Creek, Vassar MI 48768",12/21/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,43.332811232346,-83.496963243697,success,address,arcgis
AU-G-B-000231,Class B Marihuana Grower - License,ABC Industry LLC,"24238 Mound RD, Warren MI 48091",11/07/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.4717117,-83.0449313,success,address,nominatim
AU-G-B-000232,Class B Marihuana Grower - License,TTC Grow,"22817 Dequindre RD, Hazel Park MI 48030",11/03/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4606955,-83.0842606,success,address,nominatim
AU-G-B-000235,Class B Marihuana Grower - License,Malmedy LLC,"23227 Schoenherr RD, Warren MI 48089",10/25/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4657125,-82.9863703,success,address,nominatim
AU-G-B-000230,Class B Marihuana Grower - License,"Full Moon Harvest, LLC","7720 W Chicago ST, Detroit MI 48204",10/14/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.366499,-83.1470489,success,address,nominatim
AU-G-B-000215,Class B Marihuana Grower - License,Green Tree Relief,"119 Enterprise DR, Reading MI 49274",01/09/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,41.8459052,-84.7468697,success,address,nominatim
AU-G-B-000211,Class B Marihuana Grower - License,"Care by Design Health and Wellness Market, Inc.","1248 East Airway AVE, White Cloud MI 49349",03/15/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.55797479635847,-85.77092028003376,success,address,photon
AU-G-B-000218,Class B Marihuana Grower - License,"R & A Distributing, LLC","3110 Turner ST Bldg 1 - Ste C, Lansing MI 48906",07/29/2025,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.75056345,-84.54237202240701,success,address,photon
AU-G-B-000221,Class B Marihuana Grower - License,"2growit, LLC","2500 E. Maumee ST, Adrian MI 49221",07/28/2024,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,41.894551,-84.012043,success,address,nominatim
AU-G-B-000216,Class B Marihuana Grower - License,"Michigan Total Healing Center of Buchanan, LLC","7200 Old Pipestone RD, Eau Claire MI 49111",07/28/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,41.9871238,-86.3001512,success,address,nominatim
AU-G-B-000223,Class B Marihuana Grower - License,"J & R Growers, LLC","1952 W Houghton Lake DR Suite B, Prudenville MI 48651",07/20/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,44.30240945,-84.6450423,success,address,photon
AU-G-B-000219,Class B Marihuana Grower - License,Sinse Green Acres LLC,"5089 E. Harrison RD, Walkerville MI 49459",07/19/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.71386,-86.0868015,success,address,nominatim
AU-G-B-000217,Class B Marihuana Grower - License,Tri State Wellness & Recreational,"7503 E. Reading RD, Pittsford MI 49271",07/15/2023,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,41.854448791077125,-84.48690426107618,success,address,photon
AU-G-B-000220,Class B Marihuana Grower - License,JK Growers,"7630 N Lumberjack RD, Riverdale MI 48877",07/12/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.42416135,-84.83459764388343,success,address,photon
AU-G-B-000210,Class B Marihuana Grower - License,Upper Shelf Cannabis Co.,"105 BUCK LAKE RD, Mastodon Township MI 49920",07/08/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,46.0395287,-88.3880191,success,address,nominatim
AU-G-B-000222,Class B Marihuana Grower - License,"Vassar Green House, LLC","3867 Crooked Creek, Vassar MI 48768",07/07/2026,Active,,Public documents available,,AU,Grower,B,AU - Class B Grower.csv,,43.331993996675,-83.495506732966,success,address,arcgis
AU-G-B-000207,Class B Marihuana Grower - License,Bean2Green,"103 S Essex ST, Kalkaska MI 49646",07/06/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,44.731937,-85.1715911,success,address,nominatim
AU-G-B-000209,Class B Marihuana Grower - License,Purple Punch Station LLC,"107 W Delaware ST, Decatur MI 49045",02/04/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.1085004,-85.9745388,success,address,nominatim
AU-G-B-000203,Class B Marihuana Grower - License,Elevated Exotics,"9570 State Hwy M-95, Republic MI 49879",06/16/2026,Active,,Public documents available,,AU,Grower,B,AU - Class B Grower.csv,,46.385121255361,-87.993797635657,success,address,arcgis
AU-G-B-000200,Class B Marihuana Grower - License,"Michigan GreenWorks, LLC","403 Pine ST, Kalkaska MI 49646",06/10/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,44.7293976,-85.176284,success,address,nominatim
AU-G-B-000201,Class B Marihuana Grower - License,Superior Cannabis Company,"1 E Superior AVE, Crystal Falls MI 49920",06/10/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,46.096725,-88.324439,success,address,nominatim
AU-G-B-000212,Class B Marihuana Grower - License,"Express One D, Inc.","3862 Crooked Creek, Vassar MI 48768",06/09/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,43.332582867394,-83.496321189914,success,address,arcgis
AU-G-B-000208,Class B Marihuana Grower - License,"Primo Farms, LLC","1212 S Washington AVE, Lansing MI 48910",06/09/2025,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.7200278,-84.5524688,success,address,nominatim
AU-G-B-000202,Class B Marihuana Grower - License,GREEN PLANET LLC,"3425 S BUTLER RD, Dowling MI 49050",05/19/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4064662,-86.250536,success,address,photon
AU-G-B-000197,Class B Marihuana Grower - License,"GOE, LLC","701 Terminal RD, Lansing MI 48906",06/02/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.7656746,-84.5643674,success,address,nominatim
AU-G-B-000206,Class B Marihuana Grower - License,Native Michigan Remedies,"2112 Industrial DR, Niles MI 49120",05/20/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,41.8495394,-86.2258694,success,address,nominatim
AU-G-B-000195,Class B Marihuana Grower - License,Michigan Mean Green LLC,"9613 Brickyard RD, Holton MI 49425",05/11/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.428172,-86.0594281,success,address,nominatim
AU-G-B-000199,Class B Marihuana Grower - License,The Legendary Leaf Inc,"16932 Power DR, Nunica MI 49448",05/11/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,43.0746212,-86.09994496959425,success,address,photon
AU-G-B-000191,Class B Marihuana Grower - License,"HMG 21, Inc","4365 F41, Oscoda MI 48750",05/11/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,44.437098016235,-83.334041006553,success,address,arcgis
AU-G-B-000204,Class B Marihuana Grower - License,Wellbudds,"1347 Prospect AVE, Caro MI 48723",05/10/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,43.4716134,-83.4157921,success,address,nominatim
AU-G-B-000198,Class B Marihuana Grower - License,Apex Cannabis Company,"2130 Apollo DR, Lansing MI 48906",04/26/2025,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.7686406,-84.5812942,success,address,nominatim
AU-G-B-000185,Class B Marihuana Grower - License,"JNN Property, LLC","7579 US Highway 131, Fife Lake MI 49633",04/21/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,44.535836542672406,-85.3797762034831,success,address,photon
AU-G-B-000189,Class B Marihuana Grower - License,Cunningham's Craft Cannabis LLC,"4550 Wayne RD, Springfield MI 49037",04/18/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.3317339,-85.2720594,success,address,nominatim
AU-G-B-000194,Class B Marihuana Grower - License,TWIZTED HEIGHTS CANNABIS,"2029 Riggs AVE, Warren MI 48091",04/14/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4785886,-83.0827783,success,address,nominatim
AU-G-B-000192,Class B Marihuana Grower - License,Fraser Cultivation Group LLC,"3966 Fraser RD, Pinconning MI 48650",03/31/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,43.8526581,-84.0061393,success,address,nominatim
AU-G-B-000193,Class B Marihuana Grower - License,"MC3 Botanicals, Inc","576 Stager Lake RD, Crystal Falls MI 49920",03/30/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,46.010091605601,-88.341729430641,success,address,arcgis
AU-G-B-000188,Class B Marihuana Grower - License,J L Durk LLC,"6591 S Tripp RD, Osseo MI 49266",03/24/2026,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,44.10346302002591,-85.14373941237511,success,address,photon
AU-G-B-000186,Class B Marihuana Grower - License,Epic Roots LLC,"2103 Riggs AVE, Warren MI 48091",10/19/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4786023,-83.0818125,success,address,nominatim
AU-G-B-000190,Class B Marihuana Grower - License,Givingtrees,"1008 East 10 Mile RD, Hazel Park MI 48030",03/23/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4758919,-83.0952091,success,address,nominatim
AU-G-B-000187,Class B Marihuana Grower - License,Motor City Oasis LLC,"18 Enterprise DR, Vassar MI 48768",01/25/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.3681097,-83.5636721,success,address,nominatim
AU-G-B-000184,Class B Marihuana Grower - License,Frosty Trees,"84 Snowfield RD, Negaunee MI 49866",02/28/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,46.5400878,-87.5457165,success,address,nominatim
AU-G-B-000182,Class B Marihuana Grower - License,AARDVARK INDUSTREES,"2085 Glenn RD, Lansing MI 48906",02/10/2026,License Void,,Public documents available,,AU,Grower,B,AU - Class B Grower.csv,,42.774755015399,-84.521271039043,success,address,arcgis
AU-G-B-000179,Class B Marihuana Grower - License,"GreenSavvy, LLC","2305 N High Street ST, Lansing MI 48906",02/09/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.75056345,-84.54237202240701,success,address,photon
AU-G-B-000181,Class B Marihuana Grower - License,North Coast Cultivators LLC,"1917 Enterprise ST, Marquette MI 49855",01/21/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,46.5657621,-87.4134567,success,address,nominatim
AU-G-B-000178,Class B Marihuana Grower - License,Vivid Farms LLC,"2273 Coolidge AVE, Barryton MI 49305",12/29/2025,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,43.746486987801,-85.133786995492,success,address,arcgis
AU-G-B-000175,Class B Marihuana Grower - License,Flower Power Cannabis,"11669 E 8 Mile RD, Warren MI 48089",12/17/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4492328,-83.00421,success,address,nominatim
AU-G-B-000176,Class B Marihuana Grower - License,MPG Agriculture LLC,"69039 Elkhart RD, Edwardsburg MI 49112",12/17/2024,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,41.796130143011,-86.081678907425,success,address,arcgis
AU-G-B-000180,Class B Marihuana Grower - License,Rising Roots,"12100 E V AVE, Vicksburg MI 49097",12/17/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,42.1287405,-85.5643016,success,address,nominatim
AU-G-B-000177,Class B Marihuana Grower - License,"PDS Ventures, LLC","21445 Hoover RD Suite 320, Warren MI 48089",12/06/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.453129697802,-83.009099933789,success,address,arcgis
AU-G-B-000172,Class B Marihuana Grower - License,Bow's on Deck,"9222 North Dort HWY, Mt. Morris MI 48458",11/03/2023,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,43.14018160251,-83.685732839483,success,address,arcgis
AU-G-B-000171,Class B Marihuana Grower - License,CannaSelect,"20349 Waldo RD, Chelsea MI 48118",10/29/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.24222010106,-84.028057727976,success,address,arcgis
AU-G-B-000170,Class B Marihuana Grower - License,Holy Smokes Farms,"2150 Apollo Drive Suite B, Lansing MI 48906",10/25/2025,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.768899166383,-84.580089452015,success,address,arcgis
AU-G-B-000165,Class B Marihuana Grower - License,"Michigan Green Leaf, LLC","42600 Executive DR, Harrison Twp. MI 48045",10/21/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.6070243,-82.8552181,success,address,nominatim
AU-G-B-000174,Class B Marihuana Grower - License,Vasmed LLC,"6838 Sheridan RD, Vassar Township MI 48768",10/20/2023,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,43.3286658,-83.481519,success,address,nominatim
AU-G-B-000173,Class B Marihuana Grower - License,Lake State Canna Company,"1125 Case ST, Lansing MI 48906",10/19/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,42.7458778,-84.5411595,success,address,nominatim
AU-G-B-000161,Class B Marihuana Grower - License,Stone Depot Exceptional Cannabis,"3435 East Michigan AVE, Jackson MI 49202",01/26/2025,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.257233,-84.3553201,success,address,nominatim
AU-G-B-000169,Class B Marihuana Grower - License,Wanda Products LLC,"1369 Cripps RD, Luzerne MI 48636",10/14/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,44.6253297,-84.2546683,success,address,nominatim
AU-G-B-000163,Class B Marihuana Grower - License,"BAJ Management, LLC","14500 LaPlaisance RD Unit A10-A40, Monroe MI 48161",10/11/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,41.881185212117,-83.393591243491,success,address,arcgis
AU-G-B-000162,Class B Marihuana Grower - License,3 Uncles LLC,"228 W Superior ST, Muir MI 48860",09/29/2023,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.9959511,-84.9428991,success,address,nominatim
AU-G-B-000168,Class B Marihuana Grower - License,Green Mitten Harvest LLC,"9384 N Saginaw RD, Mt. Morris MI 48458",09/23/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.1174611,-83.6945604,success,address,photon
AU-G-B-000164,Class B Marihuana Grower - License,"Mira Company, LLC","5230 Spens RD, Rogers City MI 49779",09/15/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,45.405179,-83.80356705,success,address,photon
AU-G-B-000153,Class B Marihuana Grower - License,Omer Lighthouse Company,"407 W Center ST, Omer MI 48749",09/08/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.63933885,-84.26179986165643,success,address,photon
AU-G-B-000159,Class B Marihuana Grower - License,"Northern High Lights, LLC","1370 Industrial PKWY, Crystal Falls MI 49920",09/07/2024,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,46.1002742,-88.354692,success,address,nominatim
AU-G-B-000156,Class B Marihuana Grower - License,Optimus Altum Growers,"3110 Turner ST Suite H, Lansing MI 48906",08/30/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.76172116514196,-84.5552315501264,success,address,photon
AU-G-B-000154,Class B Marihuana Grower - License,Blue Lane Grow LLC,"33760 CR 653, Gobles MI 49055",08/24/2024,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.299872214114,-85.807565695517,success,address,arcgis
AU-G-B-000160,Class B Marihuana Grower - License,Green Mitten Pharms LLC,"2761 M-61, Bentley MI 48613",08/20/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.981847811482,-84.155986441372,success,address,arcgis
AU-G-B-000157,Class B Marihuana Grower - License,"Kenai Red Group, LLC","3425 S Butler RD, Dowling MI 49050",05/22/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4064662,-86.250536,success,address,photon
AU-G-B-000155,Class B Marihuana Grower - License,Connorberry Farms LLC,"23285 Blackstone AVE, Warren MI 48089",08/13/2022,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.4657247,-82.9961342,success,address,nominatim
AU-G-B-000148,Class B Marihuana Grower - License,Black River Botanicals LLC,"28120 County Road 215, Bangor MI 49013",08/04/2024,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.291691,-85.1862766813368,success,address,photon
AU-G-B-000150,Class B Marihuana Grower - License,Truu Cannabis,"914 E. Gier ST, Lansing MI 48906",08/03/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.7587443,-84.5387519,success,address,nominatim
AU-G-B-000149,Class B Marihuana Grower - License,"West Michigan Cannabis Cultivation, LLC","425 N Hamon ST, Walkerville MI 49459",08/02/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.7105439,-86.1184652,success,address,nominatim
AU-G-B-000147,Class B Marihuana Grower - License,"Great Lakes Aqua Culture, LLC","4880 126th AVE, Fennville MI 49408",07/29/2024,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.606969891399,-86.024692778487,success,address,arcgis
AU-G-B-000152,Class B Marihuana Grower - License,"River Rock Alternative Meds, LLC","1003 N Elm ST, Tekonsha MI 49092",07/13/2025,License Void,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,42.0965648,-84.9898709,success,address,nominatim
AU-G-B-000146,Class B Marihuana Grower - License,"U.P. North Farm, LLC","1516 N. M-37 HWY, Baldwin MI 49304",06/28/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.958377979676,-85.84425898541,success,address,arcgis
AU-G-B-000141,Class B Marihuana Grower - License,Medical Greens Inc.,"1204 W US HWY 2, Germfask MI 49836",06/22/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,46.101693946916,-85.928722669337,success,address,arcgis
AU-G-B-000139,Class B Marihuana Grower - License,Exotic Flowerz LLC,"1300 Falahee RD Suite 101, JACKSON MI 49203",06/07/2023,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.231579694073,-84.349539505481,success,address,arcgis
AU-G-B-000142,Class B Marihuana Grower - License,Edmore Farms,"1379 Industrial Park DR, Edmore MI 48829",05/27/2026,Active,,Public Documents Available,,AU,Grower,B,AU - Class B Grower.csv,,43.4059735,-85.0291613,success,address,nominatim
AU-G-B-000143,Class B Marihuana Grower - License,CRG Buds LLC,"6702 Sheridan RD, Vassar MI 48768",05/17/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,43.3325394,-83.4816844,success,address,nominatim
AU-G-B-000136,Class B Marihuana Grower - License,Old Dune Farm LLC,"49392 CR 384 RD, GRAND JUNCTION MI 49056",04/30/2025,License Void,,,,AU,Grower,B,AU - Class B Grower.csv,,42.377110362229,-86.027745635262,success,address,arcgis
AU-G-B-000140,Class B Marihuana Grower - License,"New Lyfe Michigan, LLC","418 Maple ST, Kalkaska MI 49646",04/16/2026,Active,,,,AU,Grower,B,AU - Class B Grower.csv,,44.7295187,-85.1779213,success,address,nominatim
